# columns in analysis.dat
# * ANALYSIS
# * PIPELINE_VER
# * ANALYSIS_SUMMARY
# * PROCESSING_TXT
# * REF
# * DO_COMPRESS
# * PREPEND_CASE
#
# Details of pipeline submission: https://docs.google.com/spreadsheets/d/19t62v6OA22KK3moXg-kn_CNfXXCGSqtbz5koqVaWqy8/edit#gid=1096034881

RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch/CPTAC3_analysis/Fusion_hg38/Y2.b1/GBM/Y2.b1_redo_GBM.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch/CPTAC3_analysis/Fusion_hg38/Y2.b1/HNSCC/Y2.b1_redo_HNSCC.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch/CPTAC3_analysis/Fusion_hg38/Y2.b1/LSCC/Y2.b1_redo_LSCC.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch/CPTAC3_analysis/Fusion_hg38/Y2.b2/GBM/Y2.b2_redo_GBM.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch/CPTAC3_analysis/Fusion_hg38/Y2.b2/UCEC/Y2.b2_redo_UCEC.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/AML/Y2.B3_AML.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/CCRCC/Y2.B3_CCRCC.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/CM/Y2.B3_CM.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/GBM/Y2.B3_GBM.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/HNSCC/Y2.B3_HNSCC.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/LSCC/Y2.B3_LSCC.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/LUAD/Y2.B3_LUAD.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/PDA/Y2.B3_PDA.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/SAR/Y2.B3_SAR.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b3/UCEC/Y2.B3_UCEC.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b4/GBM/Y2.b4_GBM.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0
RNA-Seq_Fusion	v2.2	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/Y2.b4/HNSCC/Y2.b4_HNSCC.analysis_description.dat	/diskmnt/Projects/cptac_scratch_2/Fusion_hg38/README	hg38	0	0

